"time","T_Out_ext","T_amb_ext","u_ext"
579,23.5047,20,1
579.5,23.5046,20,1
580,23.5045,20,1
580.5,23.5044,20,1
581,23.5043,20,1
581.5,23.5042,20,1
582,23.5041,20,1
582.5,23.504,20,1
583,23.5039,20,1
583.5,23.5038,20,1
584,23.5038,20,1
584.5,23.5037,20,1
585,23.5036,20,1
585.5,23.5035,20,1
586,23.5034,20,1
586.5,23.5034,20,1
587,23.5033,20,1
587.5,23.5032,20,1
588,23.5032,20,1
588.5,23.5031,20,1
589,23.503,20,1
589.5,23.503,20,1
590,23.5029,20,1
590.5,23.5028,20,1
591,23.5028,20,1
591.5,23.5027,20,1
592,23.5026,20,1
592.5,23.5026,20,1
593,23.5025,20,1
593.5,23.5025,20,1
594,23.5024,20,1
594.5,23.5024,20,1
595,23.5023,20,1
595.5,23.5023,20,1
596,23.5022,20,1
596.5,23.5022,20,1
597,23.5021,20,1
597.5,23.5021,20,1
598,23.502,20,1
598.5,23.502,20,1
599,23.5019,20,1
599.5,23.5019,20,1
600,23.5019,20,1
