"time","T_Out_ext","T_amb_ext","u_ext"
44.5,28.8378,20,3
45,28.8739,20,3
45.5,28.9093,20,3
46,28.9439,20,3
46.5,28.9777,20,3
47,29.0108,20,3
47.5,29.0432,20,3
48,29.0748,20,3
48.5,29.1058,20,3
49,29.1361,20,3
49.5,29.1658,20,3
50,29.1948,20,3
50.5,29.2231,20,3
51,29.2509,20,3
51.5,29.2781,20,3
52,29.3046,20,3
52.5,29.3306,20,3
53,29.356,20,3
53.5,29.3809,20,3
54,29.4052,20,3
54.5,29.429,20,3
55,29.4523,20,3
55.5,29.4751,20,3
56,29.4974,20,3
56.5,29.5192,20,3
57,29.5405,20,3
57.5,29.5613,20,3
58,29.5817,20,3
58.5,29.6017,20,3
59,29.6212,20,3
59.5,29.6403,20,3
60,29.659,20,3
60.5,29.6773,20,3
61,29.6952,20,3
