-36.71014493,-6.615942029,-7.655362319,6.261603865,3.76414686,-1.677166634,-0.545042619,1.23348131,1.755713523,1.209448235,-0.049365234
100,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,0,10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,0,0,-10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,0,0,0,10,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,0,0,0,0,-1,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0,0,0,0,0,0,0,1,0.00E+00,0.00E+00,0.00E+00
0,0,0,0,0,0,0,0,1,0.00E+00,0.00E+00
0,0,0,0,0,0,0,0,0,-1,0.00E+00
